text,label
LAKERS BABY!!!!  Yipppie hititng Rancho tonight Its Reggae night!!!,positive
Just let me live my life !!!,negative
"ew,insomnia?! I slept 10hours since Thursday ..and now it's Sunday! (fuck,20hours per week&gt;&lt;) god,I dunno what to do cuz I can't sleep!!!",negative
"@MaryAliceHale blondie is always mad at me lol, probably should stop with those blonde jokes",positive
Sometimes knowledge is not a good thing.    http://digg.com/d1sPp7,negative
"why do we gets all these twables dms?  We don't wants to hurts feelings, but they's taking up our inbox",negative
Boo tan lines.,negative
"@Petote It's a sunny day where I am  I love coldplay, saw them a Glastonbury about 7 years back. Just when the 2nd album came out.",positive
"@samanthai Goodnight Lovely, talk to you tomorrow   XXX",positive
@trucker_steve - haha! thanks!,positive
"@AaL17 Aw, only 10 mins?",negative
"Headed to the beach: Beer, chips, pebre, pineapple.",positive
FoLLoooW: _GossipGirls_  PLEASEE,positive
"@adamdunnett Nah, it was damp on the outside aswell from the morning dew - figured I'd give it a coating to help it out anyways",positive
@courtney_xxx haha thats what it does to you! scary thing.. well glad to see you twittering now,positive
@fluffy_cupycake  ok thanks   see you in a few hours,positive
@DeltaWhiskey1 Oh! Ok that makes sense ;) But I'm sorry you're grumpy. That's no fun,negative
Omgg Me and ash are totally freaking owt here @shaunarawrr_x where is she? she cant go an hour without tweeting its been a hole day  x,negative
@FrankIero Thats amazing quote indeed.Btw Have a nice weekend  !,positive
My coffee creamer has 5g of carbs per tbsp. *grumble grumble*   Now I have to figure out a 0 carb. lunch,negative
"@AlphaRaposa I just buy it ten slices at a time, cook them at once and keep the cooked stuff in a plastic bag in my refrigerator.",positive
And samatha is gonna get so busted for over spending dad's credit card,negative
I want some IHOP this morning lol. Had some for dinner last night,positive
"finally has internet at the camper, but its not strong enough to really check anything but this  time to watch a movie &amp; go to bed.",negative
@RobynsWorld I can imagine that it's hard for your mom to see her mother that way. Maybe she just wants to celebrate her own motherhood.,positive
"@danposluns I am trying and it's not working. I have a client coming in this week, too!",negative
I'm so sad to hear about the GA Theater fire,negative
"@joefrancis I wish I could use clients at work, but I can't install anything",negative
watching Camp Rock!,positive
have finished typing an email and i'm now playing uno with a friend,positive
@stewartcutler there's always a first time,positive
What do you hate about your iPhone? I want to help...and not just 'cause it's my job  http://www.kryptonprodu.. http://tinyurl.com/njqyhu,positive
"@owlbassboy was thinking that, just wasnt sure if there is a certain type that worked better for storing photos! they are very expensive!",negative
"@MonstersInSF Dude, I'm hatting to da bone all day... I'm @ Travajo no me LIKE..    .. I rather be BLIPIN' yay blip.fm/MANOTAS SF is aki!",negative
Vote ok ! Now just chillin all the day,positive
With ashleigh goig to c 17 again @ 2,positive
"@Oktic lol weird. welcome to twitter! everyone is offline atm, you can set up your phone so you can update by text",positive
Little fawn is crying,negative
@stevedangerous mneh. Got an auto-responder... not good news,negative
@KCLAnderson No problem. Glad to hear it,positive
@Steph_Mitchell The rain made my hand slippery and made me drop my coffee...double bummer.,negative
@yeaaahisaidit i always enjoy our talks. Thank you for last night/this morning,positive
Lol wave @tyronevh,positive
"Gotta feel bad for the magic, those in and outs are killer. Was hoping they didn't follow them into OT but it did",negative
huge bruise on my foot.. luvd today  it's been a while since aji-ball,positive
@SakinaVania trueee. i like saturday better 2. sashaa,positive
Last night was the first wake session. How draining. Got 4 hrs sleep &amp; now I'm babysitting a sick baby.  poor kiddo.,negative
@ValCatherine singing lesson was changed. And i'll tell you about the ditching thing when i get home.  xo,negative
"oops, i have been forgetting to #e3 tag all my E3 tweets",negative
@CaseyPCarlson Time Traveler's Wife or Twilight series if you haven't read it yet.,positive
"Yesterday, dental work.  Last night, puffy mouth.  Today, tender mouth.   No eating for me.  Guess I'll have a Green Tea Frappuccino.",negative
@CarlyByron Have you used PlayTV? What do you think of it? We don't have it here in the states   --TopaZ,negative
this is certainly one of those days i'm wishing i was a guy instead...cramps!!!waaah,negative
@tommcfly i go on twitter.. to end up logging off as a more jealous person. it's not fair tom. you tweet the shizz i wanna tweet! GAY,negative
@FionaMChapelle Its life Fiona but not as we know it,positive
@JJLuver756 Iï¿½m good..A little sad but fine at the end,positive
Sick at home,negative
"@RealHughJackman can you come back to the Jonathan Ross show, it was so awesome, i need another Jonathan/Jackman fix",positive
"Can't believe I have to go back to work tomorrow, after one week's holiday",negative
Work. Again!  I hate this uniform! :@ xxxx,negative
Damn this day is going by slow,negative
"im off to get drunk out of my mind, even though I have to fly out to LA tomorrow. god damn it. You all stay safe and keep it real",positive
@KatyCaptivated that wasn't mean...i just wanted to help you,positive
@Selfish_Meme btw where r u from???? just curious!,positive
I'll be there - just nudge me if I doze off eh? hehehe! Sorry we missed you Saturday at Andy's grad party,negative
YAY! Went to the park and saw no turtles.,negative
@whysogreen i was going to do a thing with two pucks talking then one disappearing due to you firing him off down the ice but no room,negative
Driving to the airport with my husband,positive
@OXM I can see the sequel: 1 vs 100000,positive
Sitting at work waiting on 5 o'clock to roll around. Boring day today,negative
about to go to school  see ya later!!!,negative
@GoTheWallabies Rocky'll be missed here we don't want him to leave  #rugby #Leinster (via @holyschmoke) Really!!! Rocky is Cocky,negative
Has a major bad headache!!,negative
"@skaw have you tried 'controlled crying' Jake. seriously, it sounds awful but after two nights our little'un sleeps like a 'baby' now!",positive
"@kieranball you have done an amazing job... a stellar fellow, from my simple lenders point of view... thank you",positive
"Working in canberra on setting up a gpu cluster. Infiniband and tesla cards make it go fast (at least for some applications, anyway  )",positive
im very sad,negative
enjoyed the movie &quot;up&quot; it was sooooooo cute!,positive
"Hahaha, my mum's singing in the kitchen. I love when she's in a good mood. A right jolly night is always fun!",positive
The longest part of my weekend was working at Kohl's.,negative
sad that my store manager just woke me up from my nap,negative
12 hours until game time  I miss baseball and its only been 2 weeks since last game.,positive
"@WadeBagley It was random for me too, then I had no towel so had to nudie run to the clothes line, and it was cold outside",negative
@nianiababy awww i had a blast too !  so much weird shit went down tho lol,positive
Going to my high school choir concert tonight....and I cannot wait.,positive
@Outspark man i always miss the free giveaways,negative
My little boy Tiki has returned to me! And a little more plump than before! I've missed my cat!,positive
"leaving to city walk. sorry if it takes me a while to reply, I guess my phone doesn't let me reply to you guys",negative
@chizzzzzy u can at my fridays,positive
@ToyLova check your DM...gotta new one...,positive
"why do some I follow promise me exactly 16000 followers every time , especially when they have less than 1000",negative
"@ajafair I know how that feels, :| Just keep swimming,",positive
Today was a long hard day.... And 2morrow is going 2 b even worst,negative
"Alright, guys! Gonna write and compose songs.  BRB.",positive
@rotig813 Welcome my friend. You'll love it here,positive
Mmm. I haven't had cap'n crunch berries in forever! I forgot how good they are. Lol  -&gt;I &lt;3 VARI*LITE!&lt;-,positive
Boooo! The sun went behind the clouds  oh well.....time to hop in the shower and start my weekend!,negative
SEE U LATER MY FRIENDS !!!,positive
"This #ff , try @AdamJTP - recent tweets include maths, IT, theology, &amp; he's a jolly nice chap",positive
@juhavantzelfde hey cool! Didn't know they did!,positive
Freebie: Buy one Wendy's Frosty - get one for free! Get your coupon here! http://short.to/1cp2 Follow me for your Twitter freebies!,positive
"@JesseMcCartney You know.... my birthday is coming up soon too... well... in October, but soon enough! ha ha ha You're a good son!",positive
Is it just me or does the city feel emptier,negative
Genius with Dave Gorman is awesome and I missed it all,negative
@kikizle kikiiii please follow my new twitter yeeeaa hahaha,positive
"my zoids torrent crashed after 8 hours of downloading.  it was only 6% done at that time, because apparently i'm the only zoids fan ever.",negative
@FreyaLynn it's too friggin late now.,negative
@fancymelissa thank u Melissa! I'm so excited and hoping for a great party.,positive
@elzibelz yesss i watch rh its too hot to miss ;) i know i want warwick so bad but chems nt gna help me,negative
@ganapetitmonde info: @athika est sur twitter !,positive
"sad that the fam isn't coming up until next weekend now  happy father's day, dad!! ( #squarespace )",negative
